index,Name,Email,Affiliation,Verified
Pan Xingang,Ayush Tewari,/citations?user=pDnzpeoAAAAJ&hl=en,MIT,Verified email at mit.edu
Pan Xingang,Lingjie Liu,/citations?user=HZPnJ9gAAAAJ&hl=en,Assistant Professor at UPenn,Verified email at seas.upenn.edu
Pan Xingang,Mohamed Elgharib,/citations?user=e1WLgm8AAAAJ&hl=en,"Max Planck Institute for Informatics, Research Group Leader",Verified email at tcd.ie
Pan Xingang,Maneesh Agrawala,/citations?user=YPzKczYAAAAJ&hl=en,Stanford University,Verified email at graphics.stanford.edu
Pan Xingang,Karol Myszkowski,/citations?user=eZ40F-MAAAAJ&hl=en,"Senior Researcher, MPI Informatik",Verified email at mpi-inf.mpg.de
Pan Xingang,Hans-Peter Seidel,/citations?user=s2Ibok8AAAAJ&hl=en,"Professor of Computer Science, Max Planck Institute for Informatics, Saarland Informatics Campus",Verified email at mpi-inf.mpg.de
"Pan, Sinno Jialin",Qiang Yang (杨强）,/citations?user=1LxWZLQAAAAJ&hl=en,"Chief AI Officer@WeBank, Prof. Emeritus @HKUST, IJCAI President 2017-19, AAAI-21 General Chair",Verified email at cse.ust.hk
"Pan, Sinno Jialin","Ivor W. Tsang, IEEE Fellow",/citations?user=rJMOlVsAAAAJ&hl=en,"Inaugural A*STAR AI Fellow and Director, Centre for Frontier AI Research, A*STAR",Verified email at ihpc.a-star.edu.sg
"Pan, Sinno Jialin",Wenya Wang,/citations?user=eOKISncAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
"Pan, Sinno Jialin",James T. Kwok,/citations?user=-oTraZ4AAAAJ&hl=en,"Professor of Computer Science and Engineering, Hong Kong University of Science and Technology",Verified email at cse.ust.hk
"Pan, Sinno Jialin",Joey Tianyi Zhou,/citations?user=cYNqDokAAAAJ&hl=en,"Investigator(Principal Scientist), A*STAR CFAR",Verified email at cfar.a-star.edu.sg
"Pan, Sinno Jialin",Zhongqi Lu,/citations?user=tVIsWZUAAAAJ&hl=en,Hong Kong University of Science and Technology,Verified email at cse.ust.hk
"Pan, Sinno Jialin",Vincent W. Zheng,/citations?user=kAq_-McAAAAJ&hl=en,"ADSC, Singapore",Verified email at adsc.com.sg
"Pan, Sinno Jialin",Junfeng Pan,/citations?user=9Lun3AEAAAAJ&hl=en,"Facebook, Inc.",Verified email at csail.mit.edu
"Pan, Sinno Jialin",Chen Shangyu,/citations?user=SFhvdpUAAAAJ&hl=en,"PhD candidate, Nanyang Technological Univeristy",Verified email at e.ntu.edu.sg
"Pan, Sinno Jialin",Fuzhen Zhuang (庄福振),/citations?user=klJBYrAAAAAJ&hl=en,"Professor at Institute of Artificial Intelligence, Beihang University",Verified email at buaa.edu.cn
"Pan, Sinno Jialin",He Qing,/citations?user=zT-zZucAAAAJ&hl=en,"Institute of Computing Technology,Chinese Academy of Sciences",Verified email at ict.ac.cn
"Pan, Sinno Jialin",Haoliang Li,/citations?user=1xioat8AAAAJ&hl=en,"Department of Electrical Engineering, City University of Hong Kong",Verified email at cityu.edu.hk
"Pan, Sinno Jialin",Alex Kot,/citations?user=UGZXLxIAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
"Pan, Sinno Jialin",Daniel Dahlmeier,/citations?user=IrwwO8cAAAAJ&hl=en,SAP SE,Verified email at sap.com
"Pan, Sinno Jialin",Ping LUO,/citations?user=d5L-OV4AAAAJ&hl=en,"Institute of Computing Technology, CAS",Verified email at ict.ac.cn
"Pan, Sinno Jialin",Yu Zhang,/citations?user=jaRS5w4AAAAJ&hl=en,"Associate Professor, Southern University of Science and Technology",Verified email at sustech.edu.cn
"Pan, Sinno Jialin",Jian-Tao Sun,/citations?user=g5VkkX8AAAAJ&hl=en,Principal Applied Science Manager of Bing,Verified email at microsoft.com
"Pan, Sinno Jialin",Shiqi Wang 王诗淇,/citations?user=Pr7s2VUAAAAJ&hl=en,"Associate Professor, Department of Computer Science, City University of Hong Kong",Verified email at cityu.edu.hk
"Pan, Sinno Jialin",Yin Zhu (朱寅),/citations?user=--XA3b0AAAAJ&hl=en,Hong Kong University of Science and Technology,Verified email at connect.ust.hk
"Pan, Sinno Jialin",Xiaokui Xiao,/citations?user=BpgsGX0AAAAJ&hl=en,National University of Singapore,Verified email at nus.edu.sg
Qian Kemao,Anand Asundi,/citations?user=Ja1UCKYAAAAJ&hl=en,d'Optron Pte Ltd,Verified email at doptron.com
Qian Kemao,Haixia Wang,/citations?user=Oz9UzecAAAAJ&hl=en,Zhejiang Universtiy of Technology,Verified email at zjut.edu.cn
Qian Kemao,Bing Pan,/citations?user=zbk8hlIAAAAJ&hl=en,Beijing University of Aeronautics & Astronautics,Verified email at buaa.edu.cn
Qian Kemao,Wenjing Gao,/citations?user=jzousYkAAAAJ&hl=en,"The Agency for Science, Technology and Research (A*STAR) Singapore",Verified email at ihpc.a-star.edu.sg
Qian Kemao,Dongliang Zheng,/citations?user=dgQkKboAAAAJ&hl=en,"Assoc. Professor, Nanjing University of Science and Technology",Verified email at njust.edu.cn
Qian Kemao,Ming Zhao,/citations?user=uKNdmIcAAAAJ&hl=en,"PhD Student, Nanyang Technological University",Verified email at e.ntu.edu.sg
Qian Kemao,Tianyi Wang 王添翼,/citations?user=ssGh5HMAAAAJ&hl=en,"Optical Metrology & Fabrication, NSLS-II, Brookhaven National Laboratory",Verified email at bnl.gov
Qian Kemao,Jianglei Di（邸江磊）,/citations?user=QlJKQxEAAAAJ&hl=en,Guangdong University of Technology,Verified email at gdut.edu.cn
Qian Kemao,Zhenyu Jiang,/citations?user=M_9zqq8AAAAJ&hl=en,South China University of Technology,Verified email at scut.edu.cn
Qian Kemao,Zhang Ran,/citations?user=HyZkAEIAAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Qian Kemao,Chao ZUO,/citations?user=vdi8IicAAAAJ&hl=en,Smart Computational Imaging Lab (SCILab) @ Nanjing University of Science and Technology,Verified email at njust.edu.cn
Qian Kemao,Muhammad Mobeen Movania,/citations?user=gj2ThrEAAAAJ&hl=en,"Associate Professor, Habib University, Karachi, Pakistan",Verified email at sse.habib.edu.pk
Qian Kemao,Shijie Feng,/citations?user=J3QbvooAAAAJ&hl=en,Nanjing University of Science and Technology,Verified email at njust.edu.cn
Qian Kemao,Xiaoyu He,/citations?user=AgpsSHkAAAAJ&hl=en,Huawei Singapore,Verified email at huawei.com
Qian Kemao,Jacob Chan,/citations?user=Qg4z-L8AAAAJ&hl=en,"Researcher, Osaka University",Verified email at ids.osaka-u.ac.jp
Qian Kemao,Chenxing Wang,/citations?user=MTmfXrkAAAAJ&hl=en,Southeast University,Verified email at seu.edu.cn
Qian Kemao,Sui Liansheng,/citations?user=vmJE5QsAAAAJ&hl=en,Xi'an University of Technology,Verified email at xaut.edu.cn
Qian Kemao,Zhang QingChuan,/citations?user=SCWN4CAAAAAJ&hl=en,"Professor，University of Science and Technology of China, Department of Modern Mechanics",Verified email at ustc.edu.cn
Qian Kemao,Yuchi Chen,/citations?user=VzViYZAAAAAJ&hl=en,Nanyang technological university,Verified email at e.ntu.edu.sg
Qian Kemao,Fangjun Shu,/citations?user=E3zLvycAAAAJ&hl=en,New Mexico State University,Verified email at nmsu.edu
Quek Hiok Chai,,,,
Seah Hock Soon,,,,
Shen Zhiqi,,,,
Siyuan Liu,,,,
Smitha K G,Vinod A Prasad,/citations?user=yhYd0_4AAAAJ&hl=en,"Professor, Information Communication Technology, Singapore Institute of Technology",Verified email at singaporetech.edu.sg
Smitha K G,Abhishek Ambede,/citations?user=Qx64584AAAAJ&hl=en,Ericsson Research,Verified email at ericsson.com
Smitha K G,Neethu Robinson,/citations?user=RzmIFTkAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Smitha K G,Sharad Sinha,/citations?user=ZgvhpvEAAAAJ&hl=en,"Indian Institute of Technology (IIT), Goa",Verified email at iitgoa.ac.in
Smitha K G,Kavitha P Thomas,/citations?user=1k0KaIkAAAAJ&hl=en,Research Fellow,Verified email at ntu.edu.sg
Smitha K G,Sumit J Darak,/citations?user=mWVoHMkAAAAJ&hl=en,"Associate Professor, IIIT-Delhi",Verified email at iiitd.ac.in
Smitha K G,Mahesh Panicker,/citations?user=hhcChScAAAAJ&hl=en,"Associate Professor, Indian Institute of Technology (IIT) Palakkad",Verified email at iitpkd.ac.in
Smitha K G,Arish Sateesan,/citations?user=bgypT7gAAAAJ&hl=en,"KU Leuven, Belgium",Verified email at kuleuven.be
Smitha K G,Edmund Lai,/citations?user=vPIlibUAAAAJ&hl=en,"Professor, Auckland University of Technology",Verified email at aut.ac.nz
Smitha K G,Niharika Agrawal,/citations?user=Qj_-pFsAAAAJ&hl=en,PhD scholar,Verified email at iiitd.ac.in
Smitha K G,Tan Zheng Hui Ernest,/citations?user=gw75oM4AAAAJ&hl=en,"Advanced Remanufacturing and Technology Centre, A*STAR",Verified email at artc.a-star.edu.sg
Smitha K G,Tushar Chouhan,/citations?user=e6GQkBYAAAAJ&hl=en,"Researcher, AMD",Verified email at amd.com
Smitha K G,Harshit,/citations?user=Ip7tNaMAAAAJ&hl=en,"Graduate Student, Computer Science, Stony Brook University",Verified email at cs.stonybrook.edu
Smitha K G,Hossam A. H. Fahmy,/citations?user=t5y96LcAAAAJ&hl=en,"Professor, Cairo University, Egypt",
Sourav Saha Bhowmick,"Sanjay Madria, ACM Distinguished Sci...",/citations?user=4xAVBVIAAAAJ&hl=en,"Curators' Distinguished Professor of Computer Science, Missouri University of Science and Technology",Verified email at mst.edu
Sourav Saha Bhowmick,Byron Choi,/citations?user=S6L1eOMAAAAJ&hl=en,"Professor, Associate Head (Teaching and Learning), Programme Director of BSc in Computer Science",Verified email at hkbu.edu.hk
Sourav Saha Bhowmick,W. K. Ng,/citations?user=eMNVcnYAAAAJ&hl=en,"Nanyang Technological University, Singapore",Verified email at ntu.edu.sg
Sourav Saha Bhowmick,Ee-Peng Lim,/citations?user=r0wOAikAAAAJ&hl=en,Singapore Management University,Verified email at smu.edu.sg
Sourav Saha Bhowmick,Aixin Sun 孙爱欣,/citations?user=wyKGVKUAAAAJ&hl=en,NTU Singapore,Verified email at ntu.edu.sg
Sourav Saha Bhowmick,Qiankun ZHAO,/citations?user=f0sS8w4AAAAJ&hl=en,37degree,Verified email at 37degree.com
Sourav Saha Bhowmick,Hui Li,/citations?user=RHoDfoEAAAAJ&hl=en,"Professor, School of Computer Science and Technology, Xidian University",Verified email at xidian.edu.cn
Sourav Saha Bhowmick,Jianliang Xu (徐建良),/citations?user=LJNsBeoAAAAJ&hl=en,"Chair Professor of Computer Science, Hong Kong Baptist University",Verified email at comp.hkbu.edu.hk
Sourav Saha Bhowmick,Erwin Leonardi,/citations?user=sbZ7zZcAAAAJ&hl=en,"Researcher, HP Labs Singapore",Verified email at hp.com
Sourav Saha Bhowmick,Shuigeng Zhou,/citations?user=yAE-Av4AAAAJ&hl=en,Fudan University,Verified email at fudan.edu.cn
Sourav Saha Bhowmick,Xiaokui Xiao,/citations?user=BpgsGX0AAAAJ&hl=en,National University of Singapore,Verified email at nus.edu.sg
Sourav Saha Bhowmick,Adam Jatowt,/citations?user=l2vn9GoAAAAJ&hl=en,Kyoto University -> University of Innsbruck,Verified email at acm.org
Sourav Saha Bhowmick,Curtis Dyreson,/citations?user=318GQ54AAAAJ&hl=en,"Professor, Computer Science, Utah State University",Verified email at usu.edu
Sourav Saha Bhowmick,Lisa Tucker-Kellogg,/citations?user=vBQX7I0AAAAJ&hl=en,"Duke-NUS Medical School, Singapore",Verified email at duke-nus.edu.sg
Sourav Saha Bhowmick,Mukesh Mohania,/citations?user=zgaqvNQAAAAJ&hl=en,IIIT Delhi,Verified email at iiitd.ac.in
Sourav Saha Bhowmick,Ba Quan Truong,/citations?user=mW33ltsAAAAJ&hl=en,"Graduate Student, Stanford University",Verified email at stanford.edu
Sourav Saha Bhowmick,Liang-Tien Chia,/citations?user=Eeolw80AAAAJ&hl=en,"Associate Professor, School of Computer Engineering, Nanyang Technological University",Verified email at ntu.edu.sg
Sourav Saha Bhowmick,Wook-Shin Han,/citations?user=Jp_w2IwAAAAJ&hl=en,"Professor, Pohang University of Science and Technology",Verified email at dblab.postech.ac.kr
Sourav Saha Bhowmick,Gao Cong,/citations?user=WFFamJkAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Sourav Saha Bhowmick,Zhe FAN,/citations?user=KHGn1aAAAAAJ&hl=en,Huawei Technology,Verified email at huawei.com
Sun Aixin,Ee-Peng Lim,/citations?user=r0wOAikAAAAJ&hl=en,Singapore Management University,Verified email at smu.edu.sg
Sun Aixin,Chenliang Li,/citations?user=p4RNNCQAAAAJ&hl=en,"School of Cyber Science and Engineering, Wuhan University",Verified email at whu.edu.cn
Sun Aixin,Lina Yao,/citations?user=EU3snBgAAAAJ&hl=en,"Senior Principal Research Scientist at CSIRO Data61, Conjoint Professor at UNSW and MQ",Verified email at csiro.au
Sun Aixin,Gao Cong,/citations?user=WFFamJkAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Sun Aixin,Shuai Zhang,/citations?user=PPjdxlcAAAAJ&hl=en,"Applied Scientist, Amazon Web Services AI",Verified email at inf.ethz.ch
Sun Aixin,Sourav S Bhowmick,/citations?user=o0F3sqEAAAAJ&hl=en,"ACM Distinguished Member, Associate Professor, Nanyang Technological University",Verified email at ntu.edu.sg
Sun Aixin,Anwitaman Datta,/citations?user=VWi3_OIAAAAJ&hl=en,"Nanyang Technological University, Singapore",Verified email at ntu.edu.sg
Sun Aixin,Jing LI,/citations?user=2QxEwWsAAAAJ&hl=en,"Professor, Harbin Institute of Technology (Shenzhen), China.",Verified email at e.ntu.edu.sg
Sun Aixin,Quan Yuan,/citations?user=Xk6QwMgAAAAJ&hl=en,Meta,Verified email at meta.com
Sun Aixin,Jialong Han (韩家龙),/citations?user=L5Z2lmkAAAAJ&hl=en,Amazon,Verified email at amazon.com
Sun Aixin,Ray Han,/citations?user=V_F88z0AAAAJ&hl=en,SAP SE; Nanyang Technological University,Verified email at sap.com
Sun Aixin,Yequan Wang 王业全,/citations?user=7Gqp6FsAAAAJ&hl=en,BAAI,Verified email at mails.tsinghua.edu.cn
Sun Aixin,"Hao Zhang, 张豪",/citations?user=u7nrZOUAAAAJ&hl=en,"Huawei Noah Ark Lab, A*STAR, NTU",Verified email at e.ntu.edu.sg
Sun Aixin,Yong Liu,/citations?user=IY24geQAAAAJ&hl=en,"Huawei, NTU, NTUC, I2R",Verified email at huawei.com
Sun Aixin,Joey Tianyi Zhou,/citations?user=cYNqDokAAAAJ&hl=en,"Investigator(Principal Scientist), A*STAR CFAR",Verified email at cfar.a-star.edu.sg
Sun Aixin,Wei JING,/citations?user=12L_IZMAAAAJ&hl=en,"Alibaba, A*STAR, CMU",Verified email at alumni.cmu.edu
Sun Aixin,Xin Zheng,/citations?user=tit8WQMAAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Sun Aixin,jianshu weng,/citations?user=Ihv7pWAAAAAJ&hl=en,AI Singapore,Verified email at acm.org
Sun Aixin,Qi He,/citations?user=tfdmPXMAAAAJ&hl=en,Nextdoor,Verified email at nextdoor.com
Sun Aixin,Xiaokui Xiao,/citations?user=BpgsGX0AAAAJ&hl=en,National University of Singapore,Verified email at nus.edu.sg
Tan Rui,Guoliang Xing,/citations?user=kI5JKs8AAAAJ&hl=en,The Chinese University of Hong Kong,Verified email at ie.cuhk.edu.hk
Tan Rui,David K Y Yau,/citations?user=AwtmnGgAAAAJ&hl=en,Singapore University of Technology and Design,Verified email at sutd.edu.sg
Tan Rui,Zbigniew Kalbarczyk,/citations?user=OARk6ssAAAAJ&hl=en,University of Illinois,Verified email at illinois.edu
Tan Rui,Jianping Wang,/citations?user=bow_liAAAAAJ&hl=en,"Fellow of IEEE, Fellow of AAIA, Professor, City University of Hong Kong",Verified email at cityu.edu.hk
Tan Rui,Xin Lou,/citations?user=wuckXpkAAAAJ&hl=en,Singapore Institute of Technology & Illinois Advanced Research Center Singapore,Verified email at illinois.edu
Tan Rui,Yonggang Wen (文勇刚),/citations?user=byeygOkAAAAJ&hl=en,"FIEEE, FSAEng, Professor & President's Chair, Nanyang Technological University Singapore",Verified email at ntu.edu.sg
Tan Rui,Xiaobo Tan,/citations?user=tsJSW2MAAAAJ&hl=en,Michigan State University,Verified email at egr.msu.edu
Tan Rui,Jun Huang,/citations?user=qT7OIRoAAAAJ&hl=en,City University of Hong Kong,Verified email at cityu.edu.hk
Tan Rui,Mo Li,/citations?user=kjiwE6IAAAAJ&hl=en,"ACM Distinguished Member, IEEE Fellow, Professor, Hong Kong University of Science and Technology",Verified email at cse.ust.hk
Tan Rui,Benyuan Liu,/citations?user=s2n1-HMAAAAJ&hl=en,"Professor of Computer Science, University of Massachusetts Lowell",Verified email at cs.uml.edu
Tan Rui,Xiaohua JIA,/citations?user=L5iEhq0AAAAJ&hl=en,"IEEE Fellow (Computer Society), City University of Hong Kong",Verified email at gapps.cityu.edu.hk
Tan Rui,H B GOOI,/citations?user=GL6SfG4AAAAJ&hl=en,Professor of Electrical & Electronic Engineering,Verified email at ntu.edu.sg
Tan Rui,WenZhan Song,/citations?user=2lQgud4AAAAJ&hl=en,"Georgia Power Mickey A. Brown Professor, Computer Engineering, University of Georgia",Verified email at uga.edu
Tan Rui,Xue (Steve) Liu,/citations?user=rfLIRakAAAAJ&hl=en,Fellow CAE; Fellow IEEE; Prof@McGill Univ.; VP R&D@Samsung AI; Chair ACM SIGBED; Mila,Verified email at cs.mcgill.ca
Tan Rui,Subhash Lakshminarayana,/citations?user=4cPe_ecAAAAJ&hl=en,"University of Warwick, School of Engineering",Verified email at warwick.ac.uk
Tan Rui,Peng Cheng,/citations?user=0Z1uk7YAAAAJ&hl=en,"Professor, Zhejiang University",Verified email at zju.edu.cn
Tan Rui,Xiaorui Wang,/citations?user=88L1-JYAAAAJ&hl=en,"Professor of Computer Engineering, The Ohio State University",Verified email at ece.osu.edu
Tan Rui,Arvind Easwaran,/citations?user=B_ouhTgAAAAJ&hl=en,Nanyang Technological University (NTU),Verified email at ntu.edu.sg
Tan Rui,Chenyang Lu,/citations?user=tCq7Wx0AAAAJ&hl=en,"Fullgraf Professor, Washington University",Verified email at cse.wustl.edu
Tan Rui,Chris Xiaoxuan Lu,/citations?user=idu78-EAAAAJ&hl=en,Assistant Professor at University of Edinburgh,Verified email at ed.ac.uk
Vidya Sudarshan,U Rajendra Acharya (SCI Highly Cited...,/citations?user=8FjY99sAAAAJ&hl=en,"Professor of Artificial Intelligence in Healthcare,University of Southern Queensland, Australia",Verified email at usq.edu.au
Vidya Sudarshan,Joel Koh En Wei,/citations?user=OS0w9RgAAAAJ&hl=en,"AI Scientist, Cogninet Australia Pty Ltd",Verified email at cogninet.ai
Vidya Sudarshan,"jen hong, tan",/citations?user=uJlD-A0AAAAJ&hl=en,"Highly Cited Researcher in Computer Science, National University of Singapore",Verified email at nus.edu.sg
Vidya Sudarshan,Ru San Tan,/citations?user=2IBQZ50AAAAJ&hl=en,"Consultant, National Heart Centre;Duke-NUS Medical School",Verified email at nhc.com.sg
Vidya Sudarshan,Hamido Fujita,/citations?user=MxzV1nQAAAAJ&hl=en,Iwate Prefectural University,Verified email at acm.org
Vidya Sudarshan,Shu Lih Oh,/citations?user=r1loSs8AAAAJ&hl=en,"AI Scientist, Cogninet Australia Pty Ltd",Verified email at cogninet.ai
Vidya Sudarshan,Kuang Chua Chua,/citations?user=IyJ3oDgAAAAJ&hl=en,"Ngee Ann Polytechnic, Singapore",Verified email at np.edu.sg
Vidya Sudarshan,Yuki Hagiwara,/citations?user=P6WI2DQAAAAJ&hl=en,"Highly Cited Researcher in Cross-Field, Fraunhofer IKS",Verified email at iks.fraunhofer.de
Vidya Sudarshan,Muhammad Adam,/citations?user=zXBM-D4AAAAJ&hl=en,"Department of Biomedical Engineering, Temasek Polytechnic, Singapore",Verified email at tp.edu.sg
Vidya Sudarshan,EYK Ng,/citations?user=9QW1LYAAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Vidya Sudarshan,Filippo Molinari,/citations?user=ttbUYiQAAAAJ&hl=en,"Full Professor of Biomedical Engineering, Politecnico di Torino",Verified email at polito.it
Vidya Sudarshan,Oliver Faust,/citations?user=srIlYwwAAAAJ&hl=en,Anglia Ruskin University Cambridge Campus,Verified email at aru.ac.uk
Vidya Sudarshan,Hojjat Adeli,/citations?user=TQMpoh8AAAAJ&hl=en,The Ohio State University,Verified email at osu.edu
Vidya Sudarshan,"Muthu Rama Krishnan Mookiah, PhD",/citations?user=50dKdRYAAAAJ&hl=en,"Postdoctoral Researcher, University of Dundee, Scotland, UK",Verified email at dundee.ac.uk
Vidya Sudarshan,Vinitha Sree S,/citations?user=YKcX4D0AAAAJ&hl=en,"Principal Data Scientist, Egoscue Foundation",Verified email at ieee.org
Vidya Sudarshan,Louis Tong,/citations?user=lnRSnNEAAAAJ&hl=en,"Professor, Eye-ACP, Duke-National University of Singapore Medical School, Singapore",Verified email at snec.com.sg
Wai Kin Adams Kong,,,,
Wang Wenya,Sinno Jialin Pan,/citations?user=P6WcnfkAAAAJ&hl=en,The Chinese University of Hong Kong,Verified email at cuhk.edu.hk
Wang Wenya,Daniel Dahlmeier,/citations?user=IrwwO8cAAAAJ&hl=en,SAP SE,Verified email at sap.com
Wang Wenya,Xiaokui Xiao,/citations?user=BpgsGX0AAAAJ&hl=en,National University of Singapore,Verified email at nus.edu.sg
Wang Wenya,Chen Shangyu,/citations?user=SFhvdpUAAAAJ&hl=en,"PhD candidate, Nanyang Technological Univeristy",Verified email at e.ntu.edu.sg
Wee Keong NG,,,,
Wei Ying,Junzhou Huang,/citations?user=X7KrguAAAAAJ&hl=en,"Jenkins Garrett Professor, Computer Science and Engineering, the University of Texas at Arlington",Verified email at uta.edu
Wei Ying,Qiang Yang (杨强）,/citations?user=1LxWZLQAAAAJ&hl=en,"Chief AI Officer@WeBank, Prof. Emeritus @HKUST, IJCAI President 2017-19, AAAI-21 General Chair",Verified email at cse.ust.hk
Wei Ying,Yu Zhang,/citations?user=jaRS5w4AAAAJ&hl=en,"Associate Professor, Southern University of Science and Technology",Verified email at sustech.edu.cn
Wei Ying,Huaxiu Yao,/citations?user=A20BZnQAAAAJ&hl=en,"Assistant Professor of Computer Science, UNC Chapel Hill",Verified email at cs.unc.edu
Wei Ying,Zheng Li,/citations?user=P6fwn4AAAAAJ&hl=en,"Senior Applied Scientist, Amazon Search",Verified email at connect.ust.hk
Wei Ying,Peilin Zhao (赵沛霖),/citations?user=HPeX_YcAAAAJ&hl=en,Tencent,Verified email at tencent.com
Wei Ying,Zhenhui (Jessie) Li,/citations?user=r0nnyGYAAAAJ&hl=en,Yunqi Academy of Engineering,Verified email at illinois.edu
Wei Ying,Long-Kai Huang,/citations?user=CaP64WUAAAAJ&hl=en,Tencent AI Lab,Verified email at e.ntu.edu.sg
Wei Ying,Yu Rong,/citations?user=itezhEMAAAAJ&hl=en,Tencent AI Lab,Verified email at tencent.com
Wei Ying,Mingkui Tan,/citations?user=EVsoTGkAAAAJ&hl=en,South China University of Technology,Verified email at scut.edu.cn
Wei Ying,Yifan Zhang,/citations?user=zuYIUJEAAAAJ&hl=en,"PhD Candidate, National University of Singapore",Verified email at u.nus.edu
Wei Ying,Liu Bo,/citations?user=yV8PrrIAAAAJ&hl=en,the Hong Kong University of Science and Technology,Verified email at cse.ust.hk
Wei Ying,Yangqiu Song,/citations?user=MdQZ-q8AAAAJ&hl=en,HKUST,Verified email at cse.ust.hk
Wei Ying,Wenbing Huang,/citations?user=0yNkmO4AAAAJ&hl=en,"Associate Professor, Renmin University of China",Verified email at ruc.edu.cn
Wei Ying,James Zou,/citations?user=23ZXZvEAAAAJ&hl=en,Stanford University,Verified email at stanford.edu
Wei Ying,Meng Jiang,/citations?user=LZIPfCkAAAAJ&hl=en,University of Notre Dame,Verified email at nd.edu
Wei Ying,Yu Zheng (郑宇),/citations?user=juUcdgYAAAAJ&hl=en,"Vice President of JD.COM, Chief Data Scientist of JD Digits, Head of JD Intelligent Cities Research",Verified email at jd.com
Wei Ying,Yin Zhu (朱寅),/citations?user=--XA3b0AAAAJ&hl=en,Hong Kong University of Science and Technology,Verified email at connect.ust.hk
Wen Yonggang,Dacheng Tao,/citations?user=RwlJNLcAAAAJ&hl=en,The University of Sydney,Verified email at sydney.edu.au
Wen Yonggang,Yong Luo,/citations?user=zb1oVGIAAAAJ&hl=en,Wuhan University,Verified email at whu.edu.cn
Wen Yonggang,Haiyong Xie,/citations?user=irReiV0AAAAJ&hl=en,University of Science and Technology of China,Verified email at ustc.edu
Wen Yonggang,Kyle Guan,/citations?user=3Vf3mqsAAAAJ&hl=en,,Verified email at qti.qualcomm.com
Wen Yonggang,Tat-Seng Chua,/citations?user=Z9DWCBEAAAAJ&hl=en,National University of Singapore,Verified email at comp.nus.edu.sg
Wen Yonggang,Dusit (Tao) Niyato,/citations?user=T8sVhLMAAAAJ&hl=en,Nanyang Technological University (NTU),Verified email at ntu.edu.sg
Wen Yonggang,Dapeng Oliver Wu,/citations?user=sDRLr8gAAAAJ&hl=en,City University of Hong Kong,Verified email at cityu.edu.hk
Wen Yonggang,Chuan Heng Foh,/citations?user=1KaV3p0AAAAJ&hl=en,University of Surrey,Verified email at surrey.ac.uk
Wen Yonggang,ZHANG Wei (張韡),/citations?user=hg7pib0AAAAJ&hl=en,"Assistant Professor, Singapore Institute of Technology (SIT)",Verified email at singaporetech.edu.sg
Wen Yonggang,Di Wu,/citations?user=guhA4VoAAAAJ&hl=en,"Professor of Computer Science, Sun Yat-Sen University",Verified email at mail.sysu.edu.cn
Wen Yonggang,Zongqing Lu,/citations?user=k3IFtTYAAAAJ&hl=en,"BOYA Assistant Professor, School of Computer Science, Peking University",Verified email at pku.edu.cn
Wen Yonggang,Vincent Chan,/citations?user=rYZ5Br0AAAAJ&hl=en,MIT,Verified email at mit.edu
Wen Yonggang,Weiming Zhuang,/citations?user=lLuLAzEAAAAJ&hl=en,"Sony AI, Nanyang Technological University",Verified email at e.ntu.edu.sg
Wen Yonggang,Jianfei Cai,/citations?user=N6czCoUAAAAJ&hl=en,"Professor of Data Science & AI, Monash University",Verified email at monash.edu
Wen Yonggang,Wenwu Zhu,/citations?user=7t2jzpgAAAAJ&hl=en,"Professor, Computer Science, Tsinghua Univerisity",Verified email at tsinghua.edu.cn
Wen Yonggang,Zhi Wang,/citations?user=PK8BtpwAAAAJ&hl=en,"Associate Professor, SIGS, Tsinghua University",Verified email at sz.tsinghua.edu.cn
Wen Yonggang,Haiyun Luo,/citations?user=SQ6a30sAAAAJ&hl=en,Google,Verified email at google.com
Wen Yonggang,Rui Tan,/citations?user=co5MGPkAAAAJ&hl=en,"Associate Professor, Nanyang Technological University",Verified email at ntu.edu.sg
Wen Yonggang,Jian He,/citations?user=MlbOB90AAAAJ&hl=en,"Facebook, University of Texas at Austin",Verified email at cs.utexas.edu
Wen Yonggang,Xinwen Zhang,/citations?user=WyYnBkEAAAAJ&hl=en,Hiretual,Verified email at hiretual.com
Wentong Cai,Malcolm Low,/citations?user=bDF-COcAAAAJ&hl=en,Singapore Institute of Technology,Verified email at singaporetech.edu.sg
Wentong Cai,Suiping Zhou,/citations?user=zhbtLUQAAAAJ&hl=en,"Professor, School of Science and Technology, Middlesex University",Verified email at mdx.ac.uk
Wentong Cai,Michael Lees,/citations?user=Wd-m908AAAAJ&hl=en,"Associate Professor, University of Amsterdam",Verified email at uva.nl
Wentong Cai,Linbo Luo,/citations?user=liAI47wAAAAJ&hl=en,"Professor, Xidian University",Verified email at xidian.edu.cn
